t,avg,var
14,50.6302,6.1738e-08
14,50.6302,5.18848e-08
14,50.6302,4.43944e-08
15,50.6302,3.77402e-08
15,50.6302,3.23768e-08
15,50.6302,2.7379e-08
15,50.6302,2.32715e-08
15,50.6302,1.98917e-08
15,50.6302,1.71127e-08
15,50.6302,1.44648e-08
15,50.6302,1.22473e-08
15,50.6302,1.04253e-08
15,50.6302,8.90007e-09
16,50.6302,7.62674e-09
16,50.6302,6.50138e-09
16,50.6302,5.52425e-09
16,50.6302,4.70217e-09
16,50.6302,4.00238e-09
16,50.6302,3.39008e-09
16,50.6302,2.89982e-09
16,50.6302,2.48374e-09
16,50.6302,2.11411e-09
16,50.6302,1.79902e-09
17,50.6302,1.5306e-09
17,50.6302,1.3013e-09
17,50.6302,1.10831e-09
17,50.6302,9.39224e-10
17,50.6302,8.07138e-10
17,50.6302,6.84279e-10
17,50.6302,5.83301e-10
17,50.6302,4.97927e-10
17,50.6302,4.26335e-10
17,50.6302,3.60306e-10
18,50.6302,3.06617e-10
18,50.6302,2.61467e-10
18,50.6302,2.2191e-10
18,50.6302,1.90353e-10
18,50.6302,1.61985e-10
18,50.6302,1.37968e-10
18,50.6302,1.17192e-10
18,50.6302,9.9693e-11
18,50.6302,8.51871e-11
19,50.6302,7.23473e-11
19,50.6302,6.17381e-11
19,50.6302,5.28886e-11
19,50.6302,4.49926e-11
19,50.6302,3.83156e-11
19,50.6302,3.26325e-11
19,50.6302,2.77577e-11
19,50.6302,2.37703e-11
19,50.6302,2.02393e-11
19,50.6302,1.7124e-11
20,50.6302,1.46264e-11
20,50.6302,1.23871e-11
20,50.6302,1.06167e-11
20,50.6302,9.02522e-12
20,50.6302,7.70669e-12
20,50.6302,6.59803e-12
20,50.6302,5.57568e-12
20,50.6302,4.75655e-12
20,50.6302,4.06233e-12
20,50.6302,3.46003e-12
21,50.6302,2.9381e-12
21,50.6302,2.50568e-12
21,50.6302,2.12681e-12
21,50.6302,1.81719e-12
21,50.6302,1.55693e-12
21,50.6302,1.31981e-12
21,50.6302,1.12915e-12
21,50.6302,9.62443e-13
21,50.6302,8.10629e-13
21,50.6302,6.94114e-13
22,50.6302,5.89887e-13
22,50.6302,5.05536e-13
22,50.6302,4.26051e-13
22,50.6302,3.66296e-13
22,50.6302,3.09961e-13
22,50.6302,2.64904e-13
22,50.6302,2.2637e-13
22,50.6302,1.92524e-13
22,50.6302,1.64087e-13
22,50.6302,1.40118e-13
23,50.6302,1.19722e-13
23,50.6302,1.01477e-13
23,50.6302,8.62022e-14
23,50.6302,7.37979e-14
23,50.6302,6.26052e-14
23,50.6302,5.31642e-14
23,50.6302,4.54291e-14
23,50.6302,3.894e-14
23,50.6302,3.30091e-14
23,50.6302,2.81105e-14
24,50.6302,2.40114e-14
24,50.6302,2.04014e-14
24,50.6302,1.72956e-14
24,50.6302,1.47482e-14
24,50.6302,1.25803e-14
24,50.6302,1.06724e-14
24,50.6302,9.15421e-15
24,50.6302,7.74611e-15
24,50.6302,6.59414e-15
24,50.6302,5.63423e-15
25,50.6302,4.77712e-15
25,50.6302,4.06723e-15
25,50.6302,3.4972e-15
25,50.6302,2.97161e-15
25,50.6302,2.52015e-15
25,50.6302,2.14432e-15
25,50.6302,1.81807e-15
25,50.6302,1.56018e-15
25,50.6302,1.31922e-15
25,50.6302,1.1273e-15
26,50.6302,9.61345e-16
26,50.6302,8.19167e-16
26,50.6302,7.01247e-16
26,50.6302,5.98168e-16
26,50.6302,5.07686e-16
26,50.6302,4.33453e-16
26,50.6302,3.68837e-16
26,50.6302,3.1419e-16
26,50.6302,2.67326e-16
26,50.6302,2.26017e-16
27,50.6302,1.93783e-16
27,50.6302,1.64847e-16
27,50.6302,1.41074e-16
27,50.6302,1.19461e-16
27,50.6302,1.02774e-16
27,50.6302,8.69125e-17
27,50.6302,7.41499e-17
27,50.6302,6.29601e-17
27,50.6302,5.38087e-17
27,50.6302,4.56583e-17
28,50.6302,3.90885e-17
28,50.6302,3.33398e-17
28,50.6302,2.82845e-17
28,50.6302,2.42066e-17
28,50.6302,2.05448e-17
28,50.6302,1.74505e-17
28,50.6302,1.48355e-17
28,50.6302,1.27629e-17
28,50.6302,1.08084e-17
28,50.6302,9.24207e-18
29,50.6302,7.87174e-18
29,50.6302,6.66042e-18
29,50.6302,5.68269e-18
29,50.6302,4.84619e-18
29,50.6302,4.11528e-18
29,50.6302,3.52563e-18
29,50.6302,2.98377e-18
29,50.6302,2.55169e-18
29,50.6302,2.17058e-18
29,50.6302,1.8555e-18
30,50.6302,1.57308e-18
30,50.6302,1.33703e-18
30,50.6302,1.14199e-18
30,50.6302,9.70046e-19
30,50.6302,8.30688e-19
30,50.6302,7.10076e-19
30,50.6302,6.03633e-19
30,50.6302,5.09224e-19
30,50.6302,4.3339e-19
30,50.6302,3.68968e-19
31,50.6302,3.16756e-19
31,50.6302,2.68659e-19
31,50.6302,2.30368e-19
31,50.6302,1.94949e-19
31,50.6302,1.66477e-19
31,50.6302,1.40676e-19
31,50.6302,1.20963e-19
31,50.6302,1.04107e-19
31,50.6302,8.78339e-20
31,50.6302,7.45317e-20
32,50.6302,6.35515e-20
32,50.6302,5.44443e-20
32,50.6302,4.62678e-20
32,50.6302,3.92907e-20
32,50.6302,3.36681e-20
32,50.6302,2.8437e-20
32,50.6302,2.42223e-20
32,50.6302,2.0513e-20
32,50.6302,1.76283e-20
32,50.6302,1.50159e-20
33,50.6302,1.27576e-20
33,50.6302,1.082e-20
33,50.6302,9.24574e-21
33,50.6302,7.92248e-21
33,50.6302,6.69897e-21
33,50.6302,5.75759e-21
33,50.6302,4.89219e-21
33,50.6302,4.17008e-21
33,50.6302,3.57185e-21
33,50.6302,2.9983e-21
34,50.6302,2.57542e-21
34,50.6302,2.18625e-21
34,50.6302,1.87185e-21
34,50.6302,1.59105e-21
34,50.6302,1.35418e-21
34,50.6302,1.15331e-21
34,50.6302,9.82455e-22
34,50.6302,8.34148e-22
34,50.6302,7.10294e-22
34,50.6302,6.04371e-22
35,50.6302,5.12984e-22
35,50.6302,4.39965e-22
35,50.6302,3.73726e-22
35,50.6302,3.20551e-22
35,50.6302,2.72161e-22
35,50.6302,2.31577e-22
35,50.6302,1.97296e-22
35,50.6302,1.66914e-22
35,50.6302,1.43747e-22
35,50.6302,1.21836e-22
36,50.6302,1.037e-22
36,50.6302,8.79727e-23
36,50.6302,7.53704e-23
36,50.6302,6.38979e-23
36,50.6302,5.48507e-23
36,50.6302,4.67234e-23
36,50.6302,3.98964e-23
36,50.6302,3.40586e-23
36,50.6302,2.88546e-23
36,50.6302,2.44905e-23
37,50.6302,2.09545e-23
37,50.6302,1.77736e-23
37,50.6302,1.52051e-23
37,50.6302,1.2956e-23
37,50.6302,1.09856e-23
37,50.6302,9.37861e-24
37,50.6302,8.03594e-24
37,50.6302,6.75293e-24
37,50.6302,5.76712e-24
37,50.6302,4.9402e-24
38,50.6302,4.20907e-24
38,50.6302,3.58772e-24
38,50.6302,3.06065e-24
38,50.6302,2.61057e-24
38,50.6302,2.22546e-24
38,50.6302,1.88381e-24
38,50.6302,1.60981e-24
38,50.6302,1.37404e-24
38,50.6302,1.16563e-24
38,50.6302,9.93293e-25
39,50.6302,8.44265e-25
39,50.6302,7.18385e-25
39,50.6302,6.09261e-25
39,50.6302,5.22765e-25
39,50.6302,4.47915e-25
39,50.6302,3.78412e-25
39,50.6302,3.23682e-25
39,50.6302,2.76755e-25
39,50.6302,2.3289e-25
39,50.6302,1.98975e-25
40,50.6302,1.69937e-25
40,50.6302,1.44988e-25
40,50.6302,1.24032e-25
40,50.6302,1.04901e-25
40,50.6302,8.91198e-26
40,50.6302,7.6289e-26
40,50.6302,6.49113e-26
40,50.6302,5.51046e-26
40,50.6302,4.75558e-26
40,50.6302,4.05563e-26
41,50.6302,3.49138e-26
41,50.6302,3.00358e-26
41,50.6302,2.5082e-26
41,50.6302,2.18427e-26
41,50.6302,1.82794e-26
41,50.6302,1.51875e-26
41,50.6302,1.29419e-26
41,50.6302,1.10163e-26
41,50.6302,9.50975e-27
41,50.6302,8.2193e-27
42,50.6302,7.04093e-27
42,50.6302,6.01503e-27
42,50.6302,5.14262e-27
42,50.6302,4.38632e-27
42,50.6302,3.82995e-27
42,50.6302,3.26046e-27
42,50.6302,2.76871e-27
42,50.6302,2.57383e-27
42,50.6302,2.19922e-27
42,50.6302,1.75089e-27
43,50.6302,1.555e-27
43,50.6302,1.42979e-27
43,50.6302,1.36113e-27
43,50.6302,1.28944e-27
43,50.6302,1.20866e-27
43,50.6302,1.16423e-27
43,50.6302,1.15716e-27
43,50.6302,1.14404e-27
43,50.6302,1.13697e-27
43,50.6302,1.12384e-27
44,50.6302,1.10365e-27
44,50.6302,1.09052e-27
44,50.6302,1.07739e-27
44,50.6302,1.05215e-27
44,50.6302,1.05215e-27
44,50.6302,1.04508e-27
44,50.6302,1.04508e-27
44,50.6302,1.04508e-27
44,50.6302,1.04508e-27
44,50.6302,1.04508e-27
45,50.6302,1.04508e-27
45,50.6302,1.03196e-27
45,50.6302,1.03196e-27
45,50.6302,1.03196e-27
45,50.6302,1.03196e-27
45,50.6302,1.03196e-27
45,50.6302,1.03196e-27
45,50.6302,1.01883e-27
45,50.6302,1.01883e-27
45,50.6302,1.01883e-27
46,50.6302,1.01883e-27
46,50.6302,1.01883e-27
46,50.6302,1.01883e-27
46,50.6302,1.01883e-27
46,50.6302,1.00772e-27
46,50.6302,1.00772e-27
46,50.6302,1.00772e-27
46,50.6302,1.00772e-27
46,50.6302,1.00772e-27
46,50.6302,1.00772e-27
47,50.6302,1.00772e-27
47,50.6302,1.00772e-27
47,50.6302,9.96615e-28
47,50.6302,9.96615e-28
47,50.6302,9.96615e-28
47,50.6302,9.96615e-28
47,50.6302,9.96615e-28
47,50.6302,9.96615e-28
47,50.6302,9.96615e-28
47,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
48,50.6302,9.96615e-28
49,50.6302,9.96615e-28
49,50.6302,9.96615e-28
49,50.6302,9.96615e-28
49,50.6302,9.96615e-28
49,50.6302,9.85508e-28
49,50.6302,9.85508e-28
49,50.6302,9.85508e-28
49,50.6302,9.85508e-28
49,50.6302,9.85508e-28
49,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
50,50.6302,9.85508e-28
51,50.6302,9.85508e-28
51,50.6302,9.85508e-28
51,50.6302,9.85508e-28
51,50.6302,9.85508e-28
51,50.6302,9.85508e-28
51,50.6302,9.80459e-28
51,50.6302,9.80459e-28
51,50.6302,9.80459e-28
51,50.6302,9.80459e-28
51,50.6302,9.80459e-28
52,50.6302,9.80459e-28
52,50.6302,9.80459e-28
52,50.6302,9.80459e-28
52,50.6302,9.80459e-28
52,50.6302,9.80459e-28
52,50.6302,9.80459e-28
52,50.6302,9.69352e-28
52,50.6302,9.69352e-28
52,50.6302,9.69352e-28
52,50.6302,9.69352e-28
53,50.6302,9.69352e-28
53,50.6302,9.69352e-28
53,50.6302,9.69352e-28
53,50.6302,9.69352e-28
53,50.6302,9.58245e-28
53,50.6302,9.58245e-28
53,50.6302,9.58245e-28
53,50.6302,9.58245e-28
53,50.6302,9.58245e-28
53,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
54,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
55,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
56,50.6302,9.58245e-28
57,50.6302,9.58245e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
57,50.6302,9.47138e-28
58,50.6302,9.47138e-28
58,50.6302,9.47138e-28
58,50.6302,9.42089e-28
58,50.6302,9.42089e-28
58,50.6302,9.42089e-28
58,50.6302,9.42089e-28
58,50.6302,9.30982e-28
58,50.6302,9.30982e-28
58,50.6302,9.30982e-28
58,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
59,50.6302,9.30982e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
60,50.6302,9.19875e-28
61,50.6302,9.19875e-28
61,50.6302,9.19875e-28
61,50.6302,9.19875e-28
61,50.6302,9.08768e-28
61,50.6302,9.08768e-28
61,50.6302,9.08768e-28
61,50.6302,8.97661e-28
61,50.6302,8.97661e-28
61,50.6302,8.97661e-28
61,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
62,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
63,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
64,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
65,50.6302,8.86553e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
66,50.6302,8.75446e-28
67,50.6302,8.75446e-28
67,50.6302,8.75446e-28
67,50.6302,8.64339e-28
67,50.6302,8.64339e-28
67,50.6302,8.64339e-28
67,50.6302,8.64339e-28
67,50.6302,8.64339e-28
67,50.6302,8.64339e-28
67,50.6302,8.64339e-28
67,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
68,50.6302,8.64339e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
69,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
70,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
71,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
72,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
73,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
74,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
75,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
76,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
77,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
78,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
79,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
80,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
81,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
82,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
83,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
84,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
85,50.6302,8.53232e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
86,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
87,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
88,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
89,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
90,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.42125e-28
91,50.6302,8.31018e-28
91,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
92,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
93,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
94,50.6302,8.31018e-28
95,50.6302,8.31018e-28
95,50.6302,8.31018e-28
