t,avg,var
94,50.6055,9.70362e-28
94,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
95,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
96,50.6055,9.70362e-28
97,50.6055,9.70362e-28
97,50.6055,9.70362e-28
97,50.6055,9.70362e-28
97,50.6055,9.70362e-28
97,50.6055,9.70362e-28
97,50.6055,9.70362e-28
97,50.6055,9.70362e-28
97,50.6055,9.59255e-28
97,50.6055,9.59255e-28
97,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
98,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
99,50.6055,9.59255e-28
