t,mean_latency,var_latency,queue_size
868,0.199655,0.00250765,1000
869,0.199991,0.00258131,1000
870,0.199936,0.00258612,1000
871,0.201818,0.00248065,1000
872,0.198896,0.00251392,1000
873,0.199766,0.00242789,1000
874,0.201683,0.0024576,1000
875,0.201407,0.00256882,1000
876,0.199211,0.00250175,1000
877,0.200215,0.00245846,1000
878,0.201878,0.00254273,1000
879,0.198572,0.00245452,1000
880,0.199727,0.00247934,1000
881,0.200212,0.00250204,1000
882,0.200809,0.00250173,1000
883,0.198205,0.00248248,1000
884,0.199119,0.0024609,1000
885,0.201162,0.00254495,1000
886,0.199333,0.00240862,1000
887,0.198936,0.0023999,1000
888,0.200397,0.00255885,1000
889,0.200317,0.00252872,1000
890,0.200274,0.00249434,1000
891,0.199863,0.00247385,1000
892,0.201118,0.00250395,1000
893,0.202386,0.00250663,1000
894,0.199535,0.00248087,1000
895,0.19908,0.00239122,1000
896,0.199563,0.00238859,1000
897,0.200581,0.00252423,1000
898,0.199805,0.00248775,1000
899,0.199646,0.00256321,1000
900,0.200749,0.00255996,1000
901,0.199936,0.00251778,1000
902,0.19951,0.00238721,1000
903,0.201101,0.00257264,1000
904,0.201187,0.0025126,1000
905,0.1999,0.00260259,1000
906,0.201451,0.00260774,1000
907,0.199921,0.00254009,1000
908,0.20063,0.00239072,1000
909,0.198494,0.00241656,1000
910,0.20113,0.00250634,1000
911,0.200626,0.00249486,1000
912,0.200897,0.00251109,1000
913,0.19925,0.0024736,1000
914,0.200673,0.00260001,1000
915,0.200948,0.0025239,1000
916,0.199479,0.00244769,1000
917,0.198321,0.00247708,1000
918,0.199636,0.00258889,1000
919,0.198916,0.00227803,1000
920,0.199578,0.00265933,1000
921,0.19955,0.00245654,1000
922,0.199115,0.0023656,1000
923,0.200903,0.00250124,1000
924,0.200026,0.00259798,1000
925,0.198835,0.00237232,1000
926,0.201511,0.00263497,1000
927,0.200343,0.00237576,1000
928,0.197821,0.00253548,1000
929,0.199142,0.00254308,1000
930,0.199991,0.00253041,1000
931,0.198695,0.00239361,1000
932,0.19943,0.00257652,1000
933,0.199958,0.0024708,1000
934,0.201045,0.00243068,1000
935,0.199802,0.00254685,1000
936,0.20105,0.0025782,1000
937,0.2012,0.00240557,1000
938,0.198242,0.00255459,1000
939,0.200336,0.00247983,1000
940,0.19999,0.00252406,1000
941,0.198741,0.00242398,1000
942,0.200115,0.00248595,1000
943,0.201642,0.00256594,1000
944,0.199655,0.00253411,1000
945,0.199384,0.00258636,1000
946,0.199996,0.00245712,1000
947,0.200323,0.00238829,1000
948,0.200705,0.00243775,1000
949,0.200082,0.0024763,1000
950,0.200128,0.00252677,1000
951,0.201312,0.00245699,1000
952,0.198895,0.00250394,1000
953,0.19921,0.00258201,1000
954,0.200675,0.00264173,1000
955,0.199899,0.00247752,1000
956,0.201691,0.00261835,1000
957,0.20052,0.00245498,1000
958,0.201301,0.00254143,1000
959,0.201418,0.00254374,1000
960,0.198805,0.00257763,1000
961,0.198832,0.00235629,1000
962,0.199108,0.00256017,1000
963,0.201045,0.00245273,1000
964,0.199847,0.00245413,1000
965,0.200517,0.00252316,1000
966,0.199488,0.0024593,1000
967,0.200753,0.00260439,1000
968,0.201015,0.00242134,1000
969,0.200412,0.00243228,1000
970,0.20147,0.00242341,1000
971,0.199932,0.00248002,1000
972,0.200326,0.00253426,1000
973,0.199031,0.00252983,1000
974,0.200175,0.00266708,1000
975,0.198359,0.00256651,1000
976,0.200911,0.00243943,1000
977,0.199692,0.00262512,1000
978,0.201538,0.00246553,1000
979,0.201332,0.00245291,1000
980,0.199068,0.00235981,1000
981,0.200777,0.00245305,1000
982,0.201843,0.00266349,1000
983,0.200646,0.00247433,1000
984,0.200215,0.00238941,1000
985,0.20152,0.00250077,1000
986,0.199378,0.00254748,1000
987,0.201925,0.00249222,1000
988,0.197949,0.00259492,1000
989,0.199158,0.00262226,1000
990,0.19934,0.00253688,1000
991,0.20066,0.00249826,1000
992,0.200516,0.00244157,1000
993,0.201058,0.00242386,1000
994,0.199631,0.00254166,1000
995,0.201184,0.00253883,1000
996,0.20166,0.00244017,1000
997,0.199499,0.00247541,1000
998,0.199754,0.00240866,1000
999,0.198792,0.00243589,1000
